,text
950,the tower 's engineers have created an 18 degree westward lean - four times the inclination on the leaning tower of pisa - using diagrid structures that are aligned geometrically using tekla structures bim ( building information modeling ) software .
951,"the company will publish its financial statement for 2008 on february 25 , 2009 ."
952,"according to statistics by the finnish maritime administration , shipping did not increase much in january-august 2009 , however ."
953,those will be partially offset by a 186 mln eur gain on the sale of its celbi pulp plant in portugal .
954,"instead , elcoteq has signed a non-binding letter of intent with another asian strategic investor ."
955,no financial details were disclosed .
956,"the company can not give up palm oil altogether , however ."
957,profit of the accounting period was eur 0.3 mn .
958,"profit after taxes was eur 0.1 mn , compared to eur -0.4 mn the previous year ."
959,"the transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. since the autumn of 2007 , when scanfil discontinued its production operations in oulu , the facilities have been partly leased to other parties ."
960,"the inaugural speech will be given by hannu kyrolainen , finland 's ambassador to the czech republic ."
961,"the shopping center to be opened in st. petersburg , russia in november 2010 will turn the cash flow of finnish department store chain stockmann 's russian operations positive for the first time in 2011 ."
962,tekla group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .
963,"according to finnish financial services group sampo 's ceo , bj+¦rn wahlroos , danish danske bank 's acquisition of sampo bank for eur 4bn was the largest cash deal in finland 's economic history ."
964,"clothing retail chain sepp+æl+æ 's sales increased by 8 % to eur 155.2 mn , and operating profit rose to eur 31.1 mn from eur 17.1 mn in 2004 ."
965,"as a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
966,"entire paper mills may be set up , especially in the new eu member states ."
967,the total value of the deal is usd 29mn .
968,26 november 2010 - finnish sports-equipment maker amer sports oyj ( hel : ameas ) said today it has obtained a eur30m schuldschein note loan from a pool of international investors .
969,the bank vtb24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .
970,aldata noted that its voice supply chain technology approach enables vdw to integrate with warehouse management systems .
971,"`` our extensive co-operation will also bolster sysopen digia 's position in the domestic operator market , '' kallioranta adds ."
972,metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 .
973,sales of clothing developed best .
974,the new activity will incur an investment of about 5 meur .
975,"moreover , konecranes and kito intend to transfer the hoist distribution business of konecranes ' japanese joint venture mhs konecranes to kito ."
976,our standardised services have met with a positive reception among our customers as well as at itella .
977,"a. le coq special was developed for the bicentenary of the company and the trade mark , the brewer said ."
978,"one of the opportunities would be to bring all baltic meat processing to rakvere , like processing was concentrated at the vantaa meat-packing unit in finland , the paper wrote ."
979,the social plan negotiations were part of the three year turn-around program which is expected to ensure salomon 's future competitiveness .
980,"metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates ."
981,"tekla will organize an information meeting for analysts and media at wtc helsinki marski meeting room , aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. light lunch will be served ."
982,vnh generates annual net sales of about 5 mln eur and employs 21 people .
983,"master of mayawas jointly developed by nokia siemens networks and ufa - fremantlemedia , and will be actively advertised by maxis in the end of may 2007 ."
